Body,Department,Supplier Name,Invoice Creation Date,Invoice Nett Amount,Subj Description
Lambeth,Children and Young People's Service,Woodbar Ltd,14/08/2012,75521.67,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,Wrixon Care Services,02/08/2012,805.75,TRAVEL EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Wrixon Care Services,02/08/2012,617.25,TRAVEL EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Wrixon Care Services,16/08/2012,1293.00,TRAVEL EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Wrixon Care Services,16/08/2012,1604.75,TRAVEL EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Wrixon Care Services,16/08/2012,673.25,TRAVEL EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Wrixon Care Services,16/08/2012,1150.75,TRAVEL EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,XCEL 2000 Fostercare Services Ltd,22/08/2012,3718.27,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,XCEL 2000 Fostercare Services Ltd,22/08/2012,3718.27,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,XCEL 2000 Fostercare Services Ltd,22/08/2012,3718.27,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,XCEL 2000 Fostercare Services Ltd,22/08/2012,3718.27,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Your Story,19/07/2012,1235.00,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,08/06/2012,3100.02,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,18/05/2012,2297.04,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,18/05/2012,8736.42,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,18/05/2012,5742.60,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,18/05/2012,1690.92,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,18/05/2012,8901.03,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,30/08/2012,3248.74,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,30/08/2012,6798.30,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,30/08/2012,4305.59,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,30/08/2012,3399.15,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,30/08/2012,2719.32,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Youth Justice Board For England And Wales,30/08/2012,5438.64,PRIVATE RESIDENTIAL HOMES
Lambeth,"Housing, Regeneration and Environment",AA Care Homes Ltd,08/08/2012,1056.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",AA Care Homes Ltd,15/08/2012,2046.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",AA Care Homes Ltd,15/08/2012,2046.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",AA Care Homes Ltd,15/08/2012,1674.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Acclaim Contracts Ltd,07/08/2012,12579.50,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Adminland Ltd,24/08/2012,14000.64,RENT - TAL (TEMPORARY ACCOMMODATION LICENCES)
Lambeth,"Housing, Regeneration and Environment",Afay Ltd,08/08/2012,1170.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Age UK Lambeth,23/07/2012,859.38,CONSULTANCY
Lambeth,"Housing, Regeneration and Environment",Alphatrack Systems Ltd,06/08/2012,41973.93,CCTV AND DOOR ENTRY - RESPONSIVE
Lambeth,"Housing, Regeneration and Environment",Alphatrack Systems Ltd,06/08/2012,23423.08,CCTV AND DOOR ENTRY - PLANNED
Lambeth,"Housing, Regeneration and Environment",Ambient Media Worldwide Ltd,07/08/2012,4960.00,PUBLICITY/MARKETING/ADVERTISING
Lambeth,"Housing, Regeneration and Environment",Apollo Property Services Group Ld,06/08/2012,510372.38,DECORATING
Lambeth,"Housing, Regeneration and Environment",Apollo Property Services Group Ld,10/08/2012,102437.12,CLEANING - ESTATES
Lambeth,"Housing, Regeneration and Environment",Apollo Property Services Group Ld,10/08/2012,37518.99,GROUNDS MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Apollo Property Services Group Ld,16/07/2012,153861.80,PLANNED MAINTENANCE CONSTRUCTION/WORKS
Lambeth,"Housing, Regeneration and Environment",Apollo Property Services Group Ld,16/08/2012,98398.44,CLEANING - ESTATES
Lambeth,"Housing, Regeneration and Environment",Apollo Property Services Group Ld,16/08/2012,37518.99,GROUNDS MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Apollo Property Services Group Ld,31/05/2012,52846.60,PLANNED MAINTENANCE CONSTRUCTION/WORKS
Lambeth,"Housing, Regeneration and Environment",Assetgrove Ltd,15/08/2012,666.67,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Assetgrove Ltd,15/08/2012,870.83,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Astor-Bannerman (Medical) Ltd,10/08/2012,7342.00,GRANTS-MISC ITEMS CS
Lambeth,"Housing, Regeneration and Environment",Atkins Ltd,03/08/2012,1837.50,CONTRACTORS FEES
Lambeth,"Housing, Regeneration and Environment",BMG Research,02/08/2012,2685.00,SURVEYS
Lambeth,"Housing, Regeneration and Environment",BMG Research,02/08/2012,2685.00,SURVEYS
Lambeth,"Housing, Regeneration and Environment",BMG Research,02/08/2012,2685.00,SURVEYS
Lambeth,"Housing, Regeneration and Environment",BT Redcare,24/07/2012,2889.31,OTHER MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Beach Communications Ltd,31/07/2012,20166.37,CCTV MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Beulah House Hotel,08/08/2012,510,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Beulah House Hotel,15/08/2012,1100.00,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Beulah House Hotel,15/08/2012,1260.00,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Beulah House Hotel,15/08/2012,950,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Big D Furniture Ltd,02/08/2012,3875.50,EQUIPMENT - OFFICE
Lambeth,"Housing, Regeneration and Environment",Big D Furniture Ltd,28/08/2012,5291.75,EQUIPMENT - OFFICE
Lambeth,"Housing, Regeneration and Environment",Bishop Sports And Leisure,13/08/2012,595.95,EQUIPMENT - OTHER
Lambeth,"Housing, Regeneration and Environment",Blizz Hotels,24/08/2012,9625.44,RENT - TAL (TEMPORARY ACCOMMODATION LICENCES)
Lambeth,"Housing, Regeneration and Environment",Blizz Hotels,24/08/2012,41617.05,RENT - PAS - LEASING SCHEME
Lambeth,"Housing, Regeneration and Environment",Boyer Planning Ltd,03/08/2012,1800.00,CONSULTANCY
Lambeth,"Housing, Regeneration and Environment",Boyer Planning Ltd,20/08/2012,1000.00,CONSULTANCY
Lambeth,"Housing, Regeneration and Environment",Brent Housing Partnership Limited,07/08/2012,5000.00,SURVEYS
Lambeth,"Housing, Regeneration and Environment",Breyer Group Plc,03/02/2011,3600.32,PLANNED MAINTENANCE CONSTRUCTION/WORKS
Lambeth,"Housing, Regeneration and Environment",British Gas Business,19/07/2012,853.16,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,31/07/2012,642.68,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",British Gas Business,31/07/2012,549.9,ELECTRICITY - COMMUNAL LIGHTING
Lambeth,"Housing, Regeneration and Environment",British Telecommunications Plc,13/08/2012,3781.96,LIFTS - PLANNED
Lambeth,"Housing, Regeneration and Environment",British Telecommunications Plc,13/08/2012,839.17,CCTV AND DOOR ENTRY - PLANNED
Lambeth,"Housing, Regeneration and Environment",British Telecommunications Plc,24/07/2012,4695.97,LIFTS - PLANNED
Lambeth,"Housing, Regeneration and Environment",Brixton Cycles Ltd,23/08/2012,625,PUBLICITY/MARKETING/ADVERTISING
Lambeth,"Housing, Regeneration and Environment",CIPFA Business Limited,21/08/2012,590,NON QUALIFICATION TRAINING - EXTERNAL
Lambeth,"Housing, Regeneration and Environment",CLG Enterprises,06/08/2012,975,REACTIVE MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",CLG Enterprises,30/08/2012,624,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",CLG Enterprises,30/08/2012,875,CONTRACTED SERVICES
Lambeth,"Housing, Regeneration and Environment",Callaway & Co,03/08/2012,12397.50,RENTS - BUILDINGS
Lambeth,"Housing, Regeneration and Environment",Callaway & Co,03/08/2012,6375.00,RENTS - BUILDINGS
Lambeth,"Housing, Regeneration and Environment",Capita Business Services Ltd,05/07/2012,3309.70,CONTRACTORS FEES
Lambeth,"Housing, Regeneration and Environment",Capita Business Services Ltd,19/07/2012,1460.00,LEGAL COSTS - DISREPAIR
Lambeth,"Housing, Regeneration and Environment",Cavendish Engineers,21/08/2012,814.73,BUILDING MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Chigwell Construction (London) Ltd,13/07/2012,7635.00,ADAPTATIONS
Lambeth,"Housing, Regeneration and Environment",Chiltern Invadex Ltd,14/08/2012,3435.40,ADAPTATIONS
Lambeth,"Housing, Regeneration and Environment",Claydon Heating Limited,10/08/2012,2670.00,GRANTS-MISC ITEMS CS
Lambeth,"Housing, Regeneration and Environment",Claydon Heating Limited,13/07/2012,4791.00,GRANTS-MISC ITEMS CS
Lambeth,"Housing, Regeneration and Environment",Claydon Heating Limited,24/08/2012,3573.00,GRANTS-MISC ITEMS CS
Lambeth,"Housing, Regeneration and Environment",Cornerstone Barristers,09/08/2012,2700.00,LEGAL FEES
Lambeth,"Housing, Regeneration and Environment",Creative Environmental Networks,24/08/2012,595.07,GRANTS-MISC ITEMS CS
Lambeth,"Housing, Regeneration and Environment",Crest Management,10/08/2012,1137.29,RENTS - GROUND & LEASEHOLD
Lambeth,"Housing, Regeneration and Environment",Cycle Training UK Ltd,16/07/2012,1780.00,PUBLICITY/MARKETING/ADVERTISING
Lambeth,"Housing, Regeneration and Environment",Cyclehoop Ltd,27/07/2012,19230.00,ENVIRONMENTAL IMPROVEMENTS
Lambeth,"Housing, Regeneration and Environment",Cyclehoop Ltd,30/07/2012,1180.00,ENVIRONMENTAL IMPROVEMENTS
Lambeth,"Housing, Regeneration and Environment",D Singh Properties Ltd TA DS Properties,24/08/2012,75660.23,RENT - PAS - LEASING SCHEME
Lambeth,"Housing, Regeneration and Environment",D Singh Properties Ltd TA DS Properties,24/08/2012,33251.52,RENT - TAL (TEMPORARY ACCOMMODATION LICENCES)
Lambeth,"Housing, Regeneration and Environment",DDS Demolition,20/08/2012,17131.00,BANK CHARGES
Lambeth,"Housing, Regeneration and Environment",Database Developments Ltd,15/05/2012,5649.33,SOFTWARE LICENCES
Lambeth,"Housing, Regeneration and Environment",Denhan International,14/08/2012,2292.85,RENT - PAS - LEASING SCHEME
Lambeth,"Housing, Regeneration and Environment",Denhan International,24/08/2012,388182.31,RENT - PAS - LEASING SCHEME
Lambeth,"Housing, Regeneration and Environment",Dentons Catering Equipment Ltd,23/08/2012,897,GENERAL STATIONERY
Lambeth,"Housing, Regeneration and Environment",District Surveyors Association Ltd,01/08/2012,2651.99,SUBSCRIPTIONS
Lambeth,"Housing, Regeneration and Environment",E.On Energy,24/07/2012,622.74,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",E.On Energy,24/07/2012,672.97,GAS - HEATING & HOT WATER
Lambeth,"Housing, Regeneration and Environment",EU Supply Ltd,14/08/2012,1000.00,NON QUALIFICATION TRAINING - EXTERNAL
Lambeth,"Housing, Regeneration and Environment","East Architecture, Landscape, Urban Design Ltd",02/08/2012,14670.00,CONTRACTORS FEES
Lambeth,"Housing, Regeneration and Environment",Ecotricity,27/07/2012,1120.11,ELECTRICITY -  GENERAL
Lambeth,"Housing, Regeneration and Environment",Edmund & Sons,19/06/2012,602,FUNERAL SERVICES
Lambeth,"Housing, Regeneration and Environment",Electro Rentals Limited,20/07/2012,650.67,RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Environmental Data Services Ltd,01/08/2012,562.5,PUBLICATIONS
Lambeth,"Housing, Regeneration and Environment",Estate 141 Ltd,08/08/2012,930,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Estate 141 Ltd,08/08/2012,2325.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Estate 141 Ltd,08/08/2012,1054.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Estate 141 Ltd,08/08/2012,1178.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Estate 141 Ltd,08/08/2012,1395.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Estate 141 Ltd,08/08/2012,1860.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Estate 141 Ltd,08/08/2012,1860.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Euro contracts (London) Ltd,03/08/2012,7240.50,ADAPTATIONS
Lambeth,"Housing, Regeneration and Environment",Euro contracts (London) Ltd,03/08/2012,4852.50,ADAPTATIONS
Lambeth,"Housing, Regeneration and Environment",Euro contracts (London) Ltd,03/08/2012,5483.50,GRANTS-MISC ITEMS CS
Lambeth,"Housing, Regeneration and Environment",Euro contracts (London) Ltd,04/07/2012,5191.00,ADAPTATIONS
Lambeth,"Housing, Regeneration and Environment",Europa Nationwide Technical Services Ltd,02/08/2012,1830.05,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Europa Nationwide Technical Services Ltd,02/08/2012,1016.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Europa Nationwide Technical Services Ltd,09/08/2012,1394.77,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Europa Nationwide Technical Services Ltd,21/08/2012,1940.56,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Europa Nationwide Technical Services Ltd,23/08/2012,6413.75,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Eversheds LLP,06/08/2012,1560.00,LEGAL FEES
Lambeth,"Housing, Regeneration and Environment",Eversheds LLP,09/08/2012,41546.83,LEGAL FEES
Lambeth,"Housing, Regeneration and Environment",Eversheds LLP,09/08/2012,809,LEGAL FEES
Lambeth,"Housing, Regeneration and Environment",Eversheds LLP,09/08/2012,2369.55,LEGAL FEES
Lambeth,"Housing, Regeneration and Environment",Eversheds LLP,14/08/2012,18847.37,LEGAL FEES
Lambeth,"Housing, Regeneration and Environment",Eversheds LLP,23/08/2012,14947.90,CONTRACTED SERVICES
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,11/07/2012,1324.63,REPAIRS & ALTERATIONS
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,14/08/2012,4218.75,ENVIRONMENTAL IMPROVEMENTS
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,14/08/2012,1044.86,ENVIRONMENTAL IMPROVEMENTS
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,14/08/2012,1953.60,STATUTORY NOTICES
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,23/07/2012,979.76,REPAIRS & ALTERATIONS
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,28/08/2012,54533.44,ENVIRONMENTAL IMPROVEMENTS
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,28/08/2012,10408.19,ENVIRONMENTAL IMPROVEMENTS
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,28/08/2012,2282.28,STATUTORY NOTICES
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,30/07/2012,20796.81,PLANNED MAINTENANCE CONSTRUCTION/WORKS
Lambeth,"Housing, Regeneration and Environment",F M Conway Ltd,30/07/2012,9483.53,PLANNED MAINTENANCE CONSTRUCTION/WORKS
Lambeth,"Housing, Regeneration and Environment",F S Properties,24/08/2012,66345.01,RENT - PAS - LEASING SCHEME
Lambeth,"Housing, Regeneration and Environment",Food Matters Partnership Ltd,01/08/2012,7260.00,PROFESSIONAL FEES AND CHARGES
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,02/08/2012,802.76,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,02/08/2012,34794.11,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,02/08/2012,5617.01,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,02/08/2012,650,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,02/08/2012,650,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,02/08/2012,650,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,02/08/2012,650,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,02/08/2012,650,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,02/08/2012,768,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,03/08/2012,15891.60,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,05/07/2012,650,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,17/08/2012,13135.70,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,17/08/2012,6567.86,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,17/08/2012,618,DAY TO DAY & RESPONSE REPAIRS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,25/07/2012,2200.43,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,28/08/2012,2200.43,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,28/08/2012,1869.37,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,31/08/2012,3283.93,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,31/08/2012,1638.29,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,31/08/2012,10148.28,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Frankham Consultancy Group Ltd,31/08/2012,4635.05,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,896,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1110.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2325.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2325.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,525,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,992,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2250.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2325.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1147.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1110.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1333.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2250.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1085.00,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1674.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2850.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,992,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2325.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1147.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1290.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,851,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,775,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1350.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,992,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1147.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1290.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2325.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2945.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1045.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,731,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1333.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,962,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2250.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1147.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2250.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,896,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,960,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,2325.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,750,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Galaxy Lettings Ltd,08/08/2012,1110.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Grant Thornton,20/08/2012,20472.10,CONSULTANCY
Lambeth,"Housing, Regeneration and Environment",Greyhound Cars,02/08/2012,522.5,HIRED VEHICLES
Lambeth,"Housing, Regeneration and Environment",Harvey Nash Plc,08/08/2012,24000.00,RECRUITMENT COSTS
Lambeth,"Housing, Regeneration and Environment",Hilti,30/08/2012,1258.02,MATERIALS - GENERAL
Lambeth,"Housing, Regeneration and Environment",Home Improvement Trust,09/08/2012,45000.00,GRANTS-MISC ITEMS CS
Lambeth,"Housing, Regeneration and Environment",Hunter & Partners,12/07/2012,2537.00,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Hunter & Partners,21/09/2011,12235.46,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Hyde Southbank Homes,17/07/2012,5810.00,GRANTS-MISC ITEMS CS
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,899,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,686,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,1209.00,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,720,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,931,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,899,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,588,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,897,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,1860.00,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,2170.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,840,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,700,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,630,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,2170.00,RENT - B&B-SELF-CONT -ANNEXES
Lambeth,"Housing, Regeneration and Environment",Hytyme Ltd,08/08/2012,2325.00,RENT - B&B-SELF-CONT -ANNEXES
